transaction_id,user_id,merchant_id,amount,payment_method,device_type,is_new_device,previous_failed_txns,txn_count_10min,avg_user_transaction_amount,location_change,merchant_risk_score,account_age_days,hour_of_day,is_weekend,international_transaction,fraud
TXN0003762,USR01770,MER0137,2527.36,Card,Web,1,0,1,2720.91,0,0.1511,464,3,0,0,0
TXN0003763,USR02015,MER0228,9209.54,UPI,Android,1,0,2,4963.92,0,0.0974,540,11,0,1,0
TXN0003764,USR02229,MER0015,313.55,Card,iOS,1,0,2,865.26,0,0.0997,911,18,0,0,0
TXN0003765,USR01444,MER0052,1016.25,UPI,Web,0,0,1,1907.9,0,0.5327,158,23,1,0,0
TXN0003766,USR01430,MER0165,2368.1,UPI,Android,0,0,2,1476.79,0,0.0622,133,19,0,1,0
TXN0003767,USR02376,MER0369,1783.95,NetBanking,Android,0,0,2,2972.62,0,0.1275,624,22,1,0,0
TXN0003768,USR02623,MER0355,795.01,UPI,Android,0,1,1,1601.66,0,0.0789,732,22,0,0,0
TXN0003769,USR02828,MER0044,2291.13,NetBanking,Web,0,4,1,3684.2,0,0.1699,314,18,0,0,0
TXN0003770,USR01168,MER0030,1287.12,Card,Android,0,1,1,1455.16,1,0.1765,793,12,0,0,0
TXN0003771,USR01485,MER0329,1558.79,UPI,Android,0,0,2,1757.48,0,0.1031,439,17,0,0,0
TXN0003772,USR01158,MER0180,1033.66,Card,Android,0,0,1,1263.99,0,0.3554,1339,8,1,0,1
TXN0003773,USR01847,MER0397,1994.17,NetBanking,iOS,1,0,3,4396.43,0,0.0472,230,15,0,0,0
TXN0003774,USR00446,MER0150,1782.15,Wallet,iOS,0,1,1,1073.74,0,0.3748,918,20,0,0,0
TXN0003775,USR01506,MER0182,12696.43,UPI,iOS,1,0,3,5136.86,1,0.5563,166,8,0,0,1
TXN0003776,USR00661,MER0110,454.95,UPI,Web,0,1,3,1892.56,0,0.0796,1545,22,0,0,0
TXN0003777,USR01864,MER0134,332.95,Card,Android,0,0,1,1071.22,0,0.3443,2941,7,0,0,0
TXN0003778,USR02977,MER0354,2568.37,UPI,Android,0,0,1,1311.56,0,0.2201,75,16,1,0,0
TXN0003779,USR03449,MER0236,2089.9,UPI,iOS,0,1,1,709.54,0,0.1864,1875,21,1,0,0
TXN0003780,USR01562,MER0330,317.26,NetBanking,Android,0,0,2,1544.92,0,0.9896,1266,16,1,0,0
TXN0003781,USR00198,MER0040,2881.69,Card,iOS,0,0,1,1684.15,0,0.0316,252,14,0,0,0
TXN0003782,USR00798,MER0268,5896.33,Wallet,Web,0,0,1,1906.1,0,0.1761,49,9,1,0,0
TXN0003783,USR00367,MER0230,966.57,Card,Android,0,1,3,1890.68,0,0.098,1282,22,0,0,0
TXN0003784,USR02658,MER0456,9768.07,UPI,Android,0,0,1,3292.86,0,0.0945,332,4,0,0,0
TXN0003785,USR03447,MER0212,1298.76,UPI,Web,0,0,2,1552.03,0,0.1794,1453,6,0,0,0
TXN0003786,USR01939,MER0052,778.36,Wallet,Android,0,0,1,652.39,0,0.5059,1047,8,0,0,0
TXN0003787,USR00619,MER0349,1106.23,UPI,Android,0,0,1,1951.91,0,0.2176,187,8,1,0,0
TXN0003788,USR00075,MER0075,3143.77,Card,Android,0,0,2,1607.5,0,0.0511,244,23,0,0,0
TXN0003789,USR03417,MER0455,9896.78,UPI,Android,0,0,10,5705.35,0,0.4727,665,14,0,0,0
TXN0003790,USR01108,MER0192,2195.42,UPI,Android,0,2,1,666.7,0,0.596,865,23,1,0,0
TXN0003791,USR00393,MER0393,2747.24,UPI,Android,0,0,2,1023.64,0,0.2235,312,17,1,0,0
TXN0003792,USR00620,MER0328,1611.84,UPI,Android,0,0,1,1705.68,1,0.3414,364,20,0,0,0
TXN0003793,USR00894,MER0233,11706.51,Wallet,Android,0,0,2,1312.74,0,0.1793,1301,19,0,0,0
TXN0003794,USR02296,MER0293,6456.41,Card,iOS,0,1,1,2566.4,0,0.2674,748,18,1,0,0
TXN0003795,USR03122,MER0092,3087.11,Wallet,Android,0,1,3,2199.13,0,0.1331,407,23,1,0,0
TXN0003796,USR00963,MER0038,800.17,Wallet,Web,0,0,4,1724.65,0,0.0402,458,9,0,0,0
TXN0003797,USR02406,MER0384,931.48,Card,Web,1,4,2,2946.58,0,0.2448,510,14,0,0,0
TXN0003798,USR00228,MER0480,2016.77,UPI,Android,0,1,1,6000.96,0,0.3274,819,23,0,0,0
TXN0003799,USR00036,MER0431,1916.23,Card,Android,0,0,3,3945.6,0,0.1521,1029,4,1,0,0
TXN0003800,USR00193,MER0153,5379.75,UPI,iOS,0,1,1,2098.0,0,0.1859,129,16,0,0,0
TXN0003801,USR03231,MER0180,2015.62,Wallet,Android,0,1,1,1492.15,0,0.3358,285,12,1,0,0
TXN0003802,USR02037,MER0180,107.5,Wallet,Android,0,1,2,175.76,0,0.3137,64,12,0,0,0
TXN0003803,USR02819,MER0352,3011.43,Card,Android,1,1,2,3491.18,0,0.2512,354,11,0,0,0
TXN0003804,USR00077,MER0312,2879.84,UPI,Android,0,0,1,3644.84,0,0.2331,257,19,1,0,0
TXN0003805,USR00078,MER0399,8537.02,UPI,Android,0,0,4,5044.89,1,0.2584,323,14,0,0,0
TXN0003806,USR02971,MER0473,2787.67,UPI,Web,0,0,2,5517.59,0,0.3461,1114,20,1,0,0
TXN0003807,USR00360,MER0197,1508.04,UPI,iOS,0,0,3,1232.49,0,0.4574,970,19,1,0,0
TXN0003808,USR00544,MER0332,2638.36,NetBanking,Android,0,0,2,2234.67,0,0.0001,497,17,0,0,0
TXN0003809,USR01817,MER0251,2179.08,UPI,Android,0,0,2,4221.07,0,0.1944,346,5,1,0,0
TXN0003810,USR02123,MER0478,7405.58,NetBanking,Android,1,0,1,2481.51,0,0.4004,908,17,1,0,0
TXN0003811,USR00802,MER0178,3559.28,Card,Android,0,1,2,778.99,0,0.2814,229,12,0,0,0
TXN0003812,USR01557,MER0094,848.92,UPI,iOS,0,1,1,1823.93,0,0.1421,1188,20,0,0,0
TXN0003813,USR02363,MER0190,2036.14,UPI,Android,0,2,3,1158.34,0,0.1541,395,20,0,0,0
TXN0003814,USR01550,MER0310,2621.5,UPI,iOS,0,0,1,2649.87,0,0.1371,426,11,0,0,0
TXN0003815,USR01340,MER0477,2434.26,Card,Android,1,0,1,1907.08,0,0.0181,450,13,1,0,0
TXN0003816,USR00252,MER0415,1036.98,Card,Android,0,1,4,2558.14,0,0.1791,2024,17,0,0,0
TXN0003817,USR01582,MER0010,25695.47,UPI,iOS,0,0,1,15049.95,0,0.3138,201,17,0,1,1
TXN0003818,USR02810,MER0255,17328.96,UPI,iOS,0,0,3,3812.29,0,0.2397,296,11,1,1,0
TXN0003819,USR02194,MER0080,873.66,UPI,Android,1,1,1,2280.01,1,0.0106,146,13,1,0,0
TXN0003820,USR03126,MER0182,2281.43,UPI,Web,0,1,1,1858.5,0,0.5581,410,14,0,0,0
TXN0003821,USR00442,MER0472,511.22,Card,Web,0,1,4,945.99,0,0.021,681,8,0,0,0
TXN0003822,USR00039,MER0493,6667.79,Card,Android,0,1,3,1010.83,1,0.3681,168,18,1,0,0
TXN0003823,USR01919,MER0077,10099.54,UPI,iOS,0,1,2,4349.04,0,0.5022,587,19,0,0,0
TXN0003824,USR00626,MER0071,6776.53,Wallet,iOS,0,1,2,628.32,0,0.0917,825,13,0,0,0
TXN0003825,USR02079,MER0349,4934.65,UPI,Android,0,1,2,12557.85,0,0.2504,519,9,1,0,0
TXN0003826,USR03164,MER0206,5685.14,Wallet,Android,0,0,5,3748.61,0,0.1052,127,11,0,0,0
TXN0003827,USR01180,MER0217,3166.23,Card,iOS,1,1,2,1944.93,0,0.8419,977,13,0,0,1
TXN0003828,USR01924,MER0437,4491.95,Card,Android,0,0,2,1964.73,0,0.2563,1379,18,0,0,0
TXN0003829,USR02386,MER0461,424.81,UPI,Web,0,0,2,1164.49,0,0.1731,641,15,1,0,0
TXN0003830,USR00526,MER0451,1814.03,Card,Android,0,4,3,1894.95,0,0.0493,400,17,1,0,0
TXN0003831,USR03141,MER0392,2078.75,Card,Android,1,1,2,1985.18,0,0.262,147,10,0,0,0
TXN0003832,USR00710,MER0491,5990.76,UPI,Android,1,1,1,4790.31,0,0.0679,174,17,0,0,0
TXN0003833,USR02829,MER0360,1743.58,UPI,Android,0,0,2,2515.31,0,0.5111,418,6,0,0,0
TXN0003834,USR02310,MER0443,1950.52,Card,iOS,0,7,1,1057.17,1,0.1231,542,20,1,0,1
TXN0003835,USR00494,MER0271,591.48,UPI,Android,0,1,6,1156.47,0,0.3887,52,8,0,0,0
TXN0003836,USR02537,MER0026,1300.61,Card,Web,0,0,2,870.79,0,0.2684,227,15,0,0,0
TXN0003837,USR00688,MER0409,2405.77,UPI,iOS,0,0,1,2167.78,0,0.2308,997,18,0,0,0
TXN0003838,USR02098,MER0465,1540.78,UPI,Android,0,0,1,1051.08,0,0.2217,442,15,0,0,0
TXN0003839,USR03359,MER0157,13216.61,Card,Android,0,0,1,5932.44,0,0.2232,902,21,0,0,0
TXN0003840,USR03337,MER0215,2324.19,UPI,Web,0,0,1,3391.29,0,0.2789,147,22,0,0,0
TXN0003841,USR03050,MER0287,784.42,UPI,Android,1,0,1,1327.33,0,0.0591,796,19,0,0,0
TXN0003842,USR01730,MER0326,732.89,UPI,Android,0,0,2,2598.37,0,0.371,605,19,1,0,0
TXN0003843,USR01959,MER0338,307.89,Wallet,Android,0,1,1,1384.96,0,0.1481,713,7,0,0,0
TXN0003844,USR01051,MER0198,531.95,UPI,Web,0,1,2,634.77,0,0.1536,747,22,0,0,0
TXN0003845,USR03224,MER0428,1264.71,Card,Web,0,1,1,1436.57,0,0.0363,333,11,0,0,0
TXN0003846,USR01671,MER0407,558.96,Card,Web,0,1,3,1284.42,0,0.1934,378,8,0,0,0
TXN0003847,USR02701,MER0472,596.45,UPI,Android,0,0,4,1174.03,0,0.0661,1401,19,0,0,1
TXN0003848,USR01259,MER0288,4979.67,UPI,Web,0,0,1,1748.01,1,0.1824,1114,2,1,0,0
TXN0003849,USR02592,MER0039,3431.14,UPI,Android,0,0,2,1919.93,0,0.2118,238,16,1,0,0
TXN0003850,USR00786,MER0423,811.72,UPI,iOS,0,2,2,2116.48,0,0.4064,274,17,1,0,0
TXN0003851,USR02569,MER0040,1346.61,NetBanking,Web,0,0,1,1946.6,0,0.0794,1061,9,0,0,0
TXN0003852,USR00161,MER0097,2879.39,Card,Android,0,0,2,2259.76,0,0.1701,35,15,0,0,0
TXN0003853,USR00367,MER0143,1145.56,Wallet,Web,0,0,1,1890.68,1,0.2245,1018,15,0,0,0
TXN0003854,USR01233,MER0093,890.35,Wallet,Android,0,1,1,1675.52,0,0.3676,1388,17,0,0,0
TXN0003855,USR01688,MER0362,1071.03,UPI,Web,0,0,2,1436.42,0,0.1106,572,20,0,0,0
TXN0003856,USR02490,MER0221,3924.1,Card,Android,0,0,2,1881.11,0,0.1827,819,9,0,0,0
TXN0003857,USR01257,MER0110,10611.5,Card,Android,0,0,4,4765.15,1,0.1318,541,17,0,0,0
TXN0003858,USR00065,MER0003,1427.05,Wallet,iOS,0,0,1,2547.54,0,0.5114,409,22,0,0,0
TXN0003859,USR01139,MER0109,2186.14,NetBanking,Android,0,0,2,1649.62,0,0.4361,1616,9,1,0,0
TXN0003860,USR01538,MER0347,3389.81,UPI,Android,0,0,3,3580.1,0,0.0845,493,13,1,1,0
TXN0003861,USR01904,MER0398,1149.97,Card,Android,0,2,1,2498.44,0,0.087,231,22,0,0,0
TXN0003862,USR02255,MER0149,1322.9,UPI,Web,0,0,12,1722.4,0,0.1917,628,18,1,0,1
TXN0003863,USR00867,MER0037,3905.16,Wallet,Web,0,0,2,10201.62,0,0.1575,3243,12,0,0,0
TXN0003864,USR02137,MER0279,5166.62,UPI,iOS,0,1,2,2350.95,0,0.3194,325,19,0,0,0
TXN0003865,USR02211,MER0392,2963.7,UPI,Android,0,0,2,1018.84,0,0.2669,631,8,0,0,0
TXN0003866,USR02719,MER0036,1668.08,Wallet,Android,0,0,2,2356.75,0,0.0894,272,15,1,0,0
TXN0003867,USR01828,MER0398,1658.15,UPI,Android,0,0,2,2781.63,0,0.0274,837,12,0,0,0
TXN0003868,USR02837,MER0086,4661.05,Card,Android,0,0,1,2293.16,0,0.0727,621,20,1,0,0
TXN0003869,USR00776,MER0129,3424.3,Card,Web,0,2,2,1499.71,0,0.3889,188,20,1,0,0
TXN0003870,USR02491,MER0312,832.18,Card,Android,0,1,1,1951.64,0,0.2393,656,9,0,0,0
TXN0003871,USR00161,MER0026,1932.21,UPI,Android,0,0,1,2259.76,0,0.3105,247,23,0,0,0
TXN0003872,USR00360,MER0153,1123.67,UPI,Android,0,0,2,1232.49,0,0.2363,598,21,0,0,0
TXN0003873,USR03027,MER0070,1719.48,UPI,Web,1,1,1,3148.67,0,0.0496,78,18,0,0,0
TXN0003874,USR01663,MER0108,664.36,UPI,Android,0,0,2,528.96,1,0.9184,623,17,0,0,0
TXN0003875,USR02173,MER0387,2403.51,NetBanking,iOS,0,1,2,4182.43,0,0.8396,363,19,1,0,0
TXN0003876,USR02112,MER0115,837.69,Wallet,Android,0,0,2,1299.37,1,0.3166,822,11,0,0,0
TXN0003877,USR02433,MER0022,239.13,Card,Android,0,0,1,270.42,0,0.2871,1257,23,0,0,0
TXN0003878,USR00860,MER0108,1024.68,UPI,iOS,0,0,1,3147.17,0,0.9301,483,16,0,0,0
TXN0003879,USR00624,MER0044,798.54,NetBanking,Android,0,1,2,3690.17,0,0.1078,940,18,0,0,0
TXN0003880,USR00149,MER0312,3351.48,UPI,Android,0,1,1,1818.93,0,0.2574,171,20,1,0,0
TXN0003881,USR03027,MER0487,1757.6,NetBanking,Android,0,0,4,3148.67,0,0.2879,1032,23,0,0,0
TXN0003882,USR00783,MER0084,10103.54,NetBanking,Web,0,1,1,2283.67,0,0.1314,861,15,0,0,0
TXN0003883,USR02014,MER0365,10437.37,NetBanking,iOS,0,0,1,543.6,0,0.1459,1044,7,1,0,0
TXN0003884,USR01593,MER0182,1437.76,UPI,Web,1,1,1,2176.57,0,0.5208,1285,15,0,0,0
TXN0003885,USR00569,MER0036,2438.05,UPI,Android,0,0,2,475.72,0,0.1847,647,9,1,0,0
TXN0003886,USR01449,MER0344,4516.41,Card,iOS,1,2,2,2417.33,0,0.1434,242,5,0,0,0
TXN0003887,USR00292,MER0105,1339.55,UPI,Android,0,0,2,2241.09,0,0.2862,1097,13,0,0,0
TXN0003888,USR00619,MER0257,289.35,UPI,Android,0,0,1,1951.91,0,0.1932,1946,11,0,0,0
TXN0003889,USR00489,MER0254,3072.7,Card,Android,0,3,3,1968.13,0,0.1506,143,19,0,0,0
TXN0003890,USR02886,MER0299,3510.58,Card,Android,0,1,1,3608.34,0,0.4036,319,16,0,0,0
TXN0003891,USR01986,MER0068,2063.33,UPI,Android,0,1,3,1590.01,0,0.5297,344,16,1,0,0
TXN0003892,USR03240,MER0126,1718.77,UPI,Web,0,0,1,2130.53,0,0.2281,938,18,0,0,0
TXN0003893,USR01526,MER0369,651.28,Card,Web,1,1,2,1560.12,0,0.1521,899,21,1,0,0
TXN0003894,USR00705,MER0467,998.8,UPI,Web,0,0,1,1427.98,0,0.8326,679,10,0,0,0
TXN0003895,USR02131,MER0006,5544.96,Card,Android,0,0,2,3504.72,1,0.1892,1283,9,0,0,0
TXN0003896,USR03254,MER0207,8926.22,Wallet,Android,0,1,1,1464.61,0,0.1503,657,19,0,0,0
TXN0003897,USR01865,MER0441,1891.5,Wallet,Android,0,0,3,2577.64,0,0.8279,587,23,1,0,0
TXN0003898,USR00063,MER0144,240.38,Wallet,Web,0,1,2,754.58,0,0.5891,515,18,0,0,0
TXN0003899,USR01063,MER0224,2346.36,Card,Android,0,0,2,2309.89,0,0.9229,609,14,0,0,0
TXN0003900,USR03238,MER0453,16478.13,Wallet,Android,0,1,3,4355.37,0,0.3282,1002,12,0,0,0
TXN0003901,USR01815,MER0485,22352.76,Card,iOS,0,1,1,12129.14,0,0.1531,1574,16,0,0,0
TXN0003902,USR03332,MER0328,8637.7,Wallet,Android,0,0,2,2098.76,1,0.3798,705,8,0,0,0
TXN0003903,USR01783,MER0348,3288.7,UPI,iOS,0,1,1,4277.63,0,0.2118,687,19,0,0,0
TXN0003904,USR00043,MER0307,5919.7,Card,Android,1,0,1,1310.25,0,0.5268,1446,13,1,0,0
TXN0003905,USR03056,MER0142,1297.56,UPI,iOS,0,0,1,1701.01,0,0.4786,365,17,0,0,0
TXN0003906,USR02671,MER0444,1391.94,UPI,Web,0,1,1,2009.55,0,0.1101,1542,11,0,0,0
TXN0003907,USR02504,MER0018,623.26,Card,Android,0,0,1,429.8,0,0.0651,878,17,0,0,0
TXN0003908,USR03396,MER0030,926.23,UPI,Android,0,0,2,3521.02,0,0.2361,235,11,0,0,0
TXN0003909,USR00687,MER0301,4832.93,UPI,Android,0,0,11,2064.46,0,0.4534,1036,10,0,0,0
TXN0003910,USR03171,MER0419,5448.45,Wallet,Android,0,6,1,2800.21,0,0.2732,414,14,0,0,1
TXN0003911,USR00815,MER0408,3242.99,Card,Android,0,0,1,2337.05,0,0.3845,493,14,0,0,0
TXN0003912,USR03398,MER0339,235.69,Card,Android,0,0,1,2818.65,0,0.3117,512,8,0,0,0
TXN0003913,USR00671,MER0189,1097.57,Wallet,Android,0,0,5,1390.79,1,0.2151,338,7,1,0,1
TXN0003914,USR01927,MER0180,499.51,Card,Android,0,1,1,1313.03,0,0.3679,2224,15,0,0,0
TXN0003915,USR02763,MER0213,3197.77,NetBanking,Web,0,2,1,1496.45,0,0.6779,1279,15,1,0,0
TXN0003916,USR00274,MER0129,7460.13,UPI,Android,0,0,10,3675.64,0,0.4163,482,8,0,0,1
TXN0003917,USR00234,MER0210,3621.26,UPI,Web,0,2,1,2879.03,0,0.4548,979,14,0,0,0
TXN0003918,USR02975,MER0053,2990.88,UPI,iOS,0,0,6,7476.83,0,0.0224,378,19,0,0,0
TXN0003919,USR00212,MER0160,9584.84,Wallet,Android,0,0,1,3435.94,0,0.036,1956,9,0,0,0
TXN0003920,USR02149,MER0471,598.96,UPI,Android,0,1,3,760.53,0,0.2051,545,22,0,0,0
TXN0003921,USR03284,MER0354,12500.49,Card,iOS,0,0,1,3581.93,0,0.2499,1304,19,1,0,0
TXN0003922,USR02152,MER0071,1893.17,Card,iOS,0,0,1,1644.07,0,0.1195,554,12,1,0,0
TXN0003923,USR01684,MER0144,3976.85,Wallet,Android,0,1,3,2902.55,0,0.5907,443,15,0,0,0
TXN0003924,USR01461,MER0130,783.18,Wallet,Android,1,1,2,1146.86,0,0.8692,796,10,0,0,0
TXN0003925,USR02234,MER0141,7753.61,UPI,Android,0,1,4,2959.88,0,0.6116,462,20,0,0,0
TXN0003926,USR02002,MER0346,2294.92,UPI,iOS,0,1,3,1556.79,0,0.167,498,4,0,0,0
TXN0003927,USR01757,MER0448,3406.34,Card,Web,0,0,2,1267.13,0,0.2239,444,7,1,0,0
TXN0003928,USR00538,MER0356,1664.6,Wallet,Android,0,3,2,1539.96,0,0.4201,888,0,1,0,0
TXN0003929,USR02320,MER0245,1750.55,UPI,iOS,0,0,2,1903.7,0,0.0024,345,21,1,1,0
TXN0003930,USR02590,MER0081,9229.12,Card,Android,0,0,2,6320.95,0,0.7846,388,20,0,0,0
TXN0003931,USR02481,MER0072,8117.57,UPI,Android,0,1,6,3020.44,0,0.3091,290,22,0,0,1
TXN0003932,USR00263,MER0408,11688.27,UPI,iOS,0,0,2,5909.36,0,0.3822,326,20,0,0,0
TXN0003933,USR02461,MER0339,3238.18,UPI,Web,0,1,2,3081.73,0,0.2757,495,8,0,0,0
TXN0003934,USR02555,MER0256,119.07,Wallet,Android,0,1,2,476.72,0,0.0463,130,9,0,1,0
TXN0003935,USR00642,MER0289,4227.1,Card,Android,0,0,4,2479.45,0,0.0386,294,17,0,0,0
TXN0003936,USR02972,MER0425,335.62,Card,Android,0,1,2,994.11,0,0.2611,58,21,1,0,0
TXN0003937,USR01834,MER0407,3882.1,Card,Android,0,0,1,3979.57,0,0.1938,187,18,0,0,0
TXN0003938,USR01654,MER0044,3483.1,UPI,iOS,1,0,1,3979.97,0,0.1587,376,9,0,0,0
TXN0003939,USR02530,MER0198,5207.71,UPI,iOS,0,0,1,2598.0,0,0.1615,294,21,0,0,0
TXN0003940,USR01785,MER0022,3043.56,Wallet,Android,0,1,1,2446.91,0,0.2902,115,19,0,0,0
TXN0003941,USR01907,MER0193,9658.42,UPI,Web,0,0,1,2152.7,0,0.2016,196,14,0,0,1
TXN0003942,USR01093,MER0319,2719.13,NetBanking,Web,0,0,1,3580.09,1,0.0537,1413,18,1,1,0
TXN0003943,USR03248,MER0105,1406.91,Wallet,Android,0,0,2,852.11,0,0.2915,1186,20,0,0,1
TXN0003944,USR03394,MER0076,14190.95,Card,Android,0,1,1,2736.03,0,0.0462,278,19,1,0,0
TXN0003945,USR00457,MER0246,4614.47,Card,Android,0,0,1,2606.78,0,0.3987,1273,12,0,0,0
TXN0003946,USR02566,MER0263,940.79,Wallet,Web,0,1,2,1573.43,0,0.0288,494,6,1,0,0
TXN0003947,USR00082,MER0358,2450.62,UPI,Android,0,1,1,2172.09,0,0.2261,640,8,0,0,0
TXN0003948,USR01292,MER0008,3365.43,Card,Android,0,0,1,2502.76,1,0.1178,846,12,1,0,0
TXN0003949,USR03395,MER0124,2153.71,UPI,Web,0,1,2,806.42,0,0.0263,335,20,0,0,0
TXN0003950,USR00612,MER0390,7871.12,Card,Android,0,1,2,3452.45,0,0.2146,380,16,0,0,0
TXN0003951,USR01320,MER0341,241.18,Card,Web,0,2,1,1862.82,1,0.227,1075,11,0,0,0
TXN0003952,USR00769,MER0450,498.39,UPI,iOS,0,1,3,970.53,0,0.4595,436,18,0,0,0
TXN0003953,USR02549,MER0408,770.96,UPI,Android,0,0,1,852.4,1,0.3612,611,20,0,0,0
TXN0003954,USR01624,MER0420,1291.91,Card,iOS,0,1,3,2821.1,0,0.1721,778,20,0,0,0
TXN0003955,USR02076,MER0256,208.6,NetBanking,iOS,1,0,4,3147.85,0,0.0709,787,6,1,0,1
TXN0003956,USR03299,MER0480,1724.98,Card,iOS,0,0,3,3057.69,0,0.2814,670,18,0,0,0
TXN0003957,USR01824,MER0208,720.71,Card,iOS,0,1,1,759.63,0,0.3284,772,8,1,0,0
TXN0003958,USR02570,MER0452,661.69,NetBanking,Android,0,0,1,1015.37,0,0.0132,1438,18,0,0,0
TXN0003959,USR00343,MER0196,483.91,Wallet,Web,0,6,2,1042.84,0,0.2637,925,0,0,0,1
TXN0003960,USR00754,MER0223,2185.91,Card,iOS,0,0,4,2230.39,0,0.1677,1233,14,0,0,0
TXN0003961,USR03315,MER0343,1793.88,UPI,Web,0,1,1,1473.08,0,0.3571,835,6,1,1,0
TXN0003962,USR03009,MER0200,3702.98,Card,iOS,0,0,1,5454.97,0,0.1449,790,13,0,0,0
TXN0003963,USR02299,MER0074,5233.69,UPI,Web,0,0,3,2049.22,0,0.201,303,7,1,0,0
TXN0003964,USR01324,MER0449,8963.64,Wallet,Android,0,0,1,1312.95,0,0.021,954,6,0,0,0
TXN0003965,USR00700,MER0227,1089.67,UPI,Android,0,2,1,2145.48,0,0.1139,681,14,1,0,0
TXN0003966,USR02982,MER0464,409.51,Card,Android,0,1,1,967.42,0,0.0792,1531,22,0,0,0
TXN0003967,USR02749,MER0200,5485.3,Wallet,Android,0,0,1,6722.16,0,0.1585,1061,7,0,0,0
TXN0003968,USR00846,MER0487,2145.28,Card,Web,0,0,2,1011.67,0,0.3242,1277,21,0,0,0
TXN0003969,USR02065,MER0302,727.13,UPI,Android,0,2,10,1383.2,0,0.5015,686,12,0,0,1
TXN0003970,USR02166,MER0385,3676.05,UPI,Android,0,1,2,2516.34,0,0.1123,434,19,0,0,0
TXN0003971,USR01672,MER0378,2029.34,Card,Android,0,0,1,1992.97,0,0.2312,227,16,0,0,0
TXN0003972,USR03244,MER0101,27112.32,UPI,Web,0,0,2,6785.99,0,0.4501,183,10,0,0,0
TXN0003973,USR00435,MER0408,14192.11,UPI,Android,0,0,1,1604.94,0,0.415,1495,17,0,0,0
TXN0003974,USR00903,MER0473,761.63,UPI,Web,0,1,1,1323.69,0,0.3104,405,19,1,0,0
TXN0003975,USR00333,MER0331,3813.58,Card,Android,0,2,3,2359.34,0,0.1154,920,22,1,0,0
TXN0003976,USR02426,MER0474,3952.95,Card,Android,0,0,3,2387.02,0,0.1609,886,11,0,0,0
TXN0003977,USR02255,MER0424,1231.05,UPI,Android,0,0,2,1722.4,0,0.5064,914,19,0,0,0
TXN0003978,USR03456,MER0334,1556.99,Card,Web,0,2,3,3784.18,0,0.4979,528,8,0,0,1
TXN0003979,USR01899,MER0239,2222.33,UPI,Android,0,2,1,1588.21,0,0.1764,174,21,1,0,0
TXN0003980,USR00528,MER0429,1661.71,Card,Android,0,0,2,1668.82,0,0.3819,793,9,1,0,0
TXN0003981,USR01579,MER0093,197.07,Wallet,Android,0,2,2,617.38,0,0.3293,387,16,0,0,0
TXN0003982,USR00310,MER0281,1138.24,UPI,Android,1,0,2,996.23,0,0.3718,1533,10,0,0,0
TXN0003983,USR02349,MER0408,1040.75,Card,Android,1,1,1,1730.78,0,0.3661,292,13,0,0,0
TXN0003984,USR02360,MER0473,178.88,UPI,Android,0,0,2,560.02,0,0.3213,1920,6,1,0,0
TXN0003985,USR03002,MER0134,1862.42,UPI,Android,0,0,2,2522.88,0,0.3173,663,10,0,0,0
TXN0003986,USR01190,MER0047,3326.5,Card,iOS,0,0,1,1388.49,0,0.303,176,10,0,0,0
TXN0003987,USR01086,MER0167,2939.61,Card,Android,0,0,2,1294.95,0,0.3059,497,19,0,0,0
TXN0003988,USR00250,MER0432,4191.07,Card,iOS,0,0,1,2228.43,0,0.1235,350,16,0,0,0
TXN0003989,USR01454,MER0262,11518.21,NetBanking,Web,1,0,1,1339.66,0,0.4378,1072,20,1,0,0
TXN0003990,USR01664,MER0028,4117.55,Wallet,iOS,0,1,3,2818.72,0,0.2514,623,7,0,0,0
TXN0003991,USR02641,MER0060,9266.53,UPI,iOS,0,1,2,9073.75,1,0.2551,431,5,0,0,0
TXN0003992,USR02639,MER0170,1818.35,Card,Android,0,0,1,4235.77,0,0.8964,380,10,1,0,0
TXN0003993,USR00491,MER0172,594.7,Card,Android,0,0,2,1199.93,0,0.9098,598,12,0,0,0
TXN0003994,USR00998,MER0068,753.74,Card,Android,0,0,2,1226.86,0,0.6207,777,5,0,0,0
TXN0003995,USR01791,MER0248,9205.59,UPI,Android,0,0,1,3528.36,0,0.0671,3556,10,0,0,0
TXN0003996,USR01173,MER0240,3816.5,NetBanking,Android,1,2,2,1848.02,0,0.4524,586,5,1,0,0
TXN0003997,USR00090,MER0100,1481.92,Card,Android,1,0,1,3390.06,0,0.1746,856,18,0,0,0
TXN0003998,USR02960,MER0117,1624.36,Wallet,Android,0,0,3,1643.25,0,0.0954,354,20,0,0,0
TXN0003999,USR02560,MER0333,617.68,Card,iOS,0,0,2,867.7,0,0.4668,1767,9,0,0,0
TXN0004000,USR01821,MER0477,3627.52,Wallet,Android,0,0,1,4264.06,0,0.0698,663,0,1,0,0
TXN0004001,USR01112,MER0499,421.77,UPI,Android,0,1,2,652.24,0,0.1221,470,8,0,0,0
TXN0004002,USR02950,MER0280,12610.97,UPI,Android,0,6,2,4818.53,0,0.4152,471,2,1,0,0
TXN0004003,USR00124,MER0020,1211.79,Card,Android,0,0,2,1291.38,0,0.5266,610,3,0,0,0
TXN0004004,USR01563,MER0449,964.14,Card,Android,0,1,3,867.49,0,0.0157,699,13,0,0,0
